case_id,regime,degradation_condition,question_family,property,embedded_category,embedded_required,left_annotator,left_category,right_annotator,right_category,agreed,needs_adjudication
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,principal_authority,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_delegation-data_resource_touch-013,prov,missing_delegation,data_resource_touch,verification_strength,partial,True,construction_rule_oracle_a,partial,construction_rule_oracle_b,partial,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,principal_authority,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_delegation-lifecycle_context-014,llm_audit_trails,missing_delegation,lifecycle_context,verification_strength,partial,True,construction_rule_oracle_a,partial,construction_rule_oracle_b,partial,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,principal_authority,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_delegation-verification_strength-015,aegis_ntc,missing_delegation,verification_strength,verification_strength,partial,True,construction_rule_oracle_a,partial,construction_rule_oracle_b,partial,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,principal_authority,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_delegation-actor_identity-016,dynamic_capabilities,missing_delegation,actor_identity,verification_strength,partial,True,construction_rule_oracle_a,partial,construction_rule_oracle_b,partial,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_policy-action_boundary-017,aer,missing_policy,action_boundary,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_policy-policy_basis-018,mat,missing_policy,policy_basis,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_policy-decision_basis-019,ieec,missing_policy,decision_basis,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
